taxa,20230116_BC05,20230116_BC02,20230116_BC03,20230116_BC12,20230116_BC21,20230116_BC07,20230116_BC11,20230116_BC01,20230116_BC04,20230116_BC06,20230116_BC08,20230116_BC14,20230116_BC09,20230116_BC13,20230206_BC18,20230206_BC25,20230206_BC15,20230206_BC05,20230206_BC20,20230206_BC02,20230206_BC16,20230206_BC03,20230206_BC10,20230206_BC12,20230206_BC21,20230206_BC07,20230206_BC17,20230206_BC11,20230206_BC24,20230206_BC23,20230206_BC01,20230206_BC04,20230206_BC19,20230206_BC22,20230206_BC06,20230206_BC08,20230206_BC14,20230206_BC09,20230206_BC13,20221229_BC05,20221229_BC02,20221229_BC07,20221229_BC04,20221229_BC06,20230227_BC07,20230227_BC08,20230215_BC05,20230215_BC02,20230215_BC03,20230215_BC10,20230215_BC07,20230215_BC11,20230215_BC01,20230215_BC04,20230215_BC06,20230215_BC08,20230328_BC49,20230328_BC34,20230328_BC36,20230328_BC32,20230328_BC50,20230328_BC38,20230328_BC56,20230328_BC40,20230328_BC46,20230328_BC39,20230328_BC55,20230328_BC37,20230328_BC52,20230328_BC53,20230328_BC35,20230328_BC44,20230328_BC42,20230328_BC43,20230328_BC47,20230328_BC41,20230328_BC33,20230328_BC51,20230328_BC54,20230328_BC48,20230328_BC45,20230322_BC72,20230322_BC77,20230322_BC89,20230322_BC73,20230322_BC74,20230322_BC75,20230322_BC76,20230322_BC96,20230322_BC79,20230322_BC71
f__Streptococcaceae,0.0,0.0,0.0004636068613815,0.2938231513429402,0.0001764104011572,4.962779156327544e-05,0.0070687098368759,0.0001019264091326,0.0002258483428377,0.00012277470841,0.024646253769427,0.0006125429958064,8.250825082508251e-05,0.0428980443538603,0.0002211410880141,0.0,0.0559978680169226,0.0302693514644351,0.0001198465963566,0.0097216274089935,0.7246730083234245,0.0018826673144661,0.0025826736286564,5.076657528683115e-05,0.03256114179158,8.528784648187633e-05,0.0,0.0,0.0008079409048938,0.1140778705464164,0.0504509789543154,0.0920099358310908,4.3890449438202246e-05,0.070754716981132,4.6565774155995343e-05,0.3173828125,0.0541439632922282,0.0001382456625423,0.0002736976553234,0.0013121402797244,0.0,0.0007311010381634,0.002866521279705,0.2393464340914109,0.0593103448275862,0.001227872710529,0.0048171666301729,2.65611304417116e-05,8.454157331867947e-05,0.0001173984503404,0.0001959503592423,0.0001023855841097,0.2523732345450336,5.582226191805292e-05,2.7477811667078832e-05,0.0,0.0005266996191556,0.0014215418261344,4.861921431349669e-05,0.2067372005350845,0.0001260017136233,0.2259926291634796,0.002800400057151,0.0005228621473948,0.000150043137402,0.5426641722421283,0.0001309157557111,0.0144629831474805,0.0001456293006152,0.0001329728292185,0.6541643862077847,5.998980173370527e-05,0.2419715754460235,0.0378562622380158,0.0020314716883786,0.0026969292389853,0.0026266760331083,0.0003103020273065,0.0001844593036661,0.6874130737134909,0.0347804758400784,0.0002890531444852,0.0009691711279305,0.6888477088948787,0.1128956255399356,0.0002555366269165,0.0013909311290386,0.0001170366324659,0.0007210455159981,0.0027016024573479,0.0004025002367648
f__Veillonellaceae,0.0,0.0,5.151187348683872e-05,0.0255057167985927,0.0,0.0,0.0,0.0026500866374477,0.0640844672802213,0.0,0.1544885177453027,0.0001884747679404,0.0,9.705439899063426e-05,0.0,0.0,0.0008994303607715,0.0,0.0,0.0011134903640256,0.0003567181926278,0.0,5.614507888383583e-05,0.0001015331505736,0.0022233378756365,0.0,0.0,0.0,0.0011542012927054,0.0,0.0,0.0106258193610708,0.0,0.0,0.0,0.0,0.0008603383997705,0.0,0.0,6.958319665205419e-05,1.7301187726537426e-05,0.0005117707267144,0.0,0.0400382718775299,0.0,0.0002046454517548,0.0,0.0,0.0184723337701314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.051535531966616e-05,0.0,0.0,0.0002837569419109,0.0003276044554205,0.0,0.0,0.0,3.7510784350500766e-05,0.0001585439325237,0.0,0.0002515301416953,0.0004368879018458,0.0,0.0446540678020669,8.99847026005579e-05,0.074811006954944,0.0,0.0063523797239778,0.0015220293724966,0.0,3.447800303406427e-05,0.0,0.000173852573018,0.0,0.0,0.0001846040243677,0.0,0.0,0.0286626916524701,0.0,0.0,0.0003004356316659,0.0,2.367648451557913e-05
g__Agathobacter,0.0,0.0,0.0003605831144078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001326846528084,9.715812484819044e-05,0.0007328691828508,0.0,7.989773090444231e-05,0.0,0.0013674197384066,0.0003643872221547,0.0001122901577676,0.0001522997258604,0.0,0.0,0.0,0.0,0.0021929824561403,0.0014053071009341,0.0,0.0,0.0,0.0,4.6565774155995343e-05,0.0,0.0005735589331803,0.0005529826501693,4.561627588723656e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0014836795252225,0.0,0.0,0.0,0.0,0.0,0.0001535783761646,0.0,5.582226191805292e-05,0.0,0.0,0.0,0.0002186987424822,0.0,0.0115529612063723,0.0,3.476809679438147e-05,0.0,0.0,0.0,0.0,3.272893892779996e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.6260787584306334e-05,0.0002902102411969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.926804366606456e-05,4.258943781942078e-05,0.0,0.0,0.0,0.0,2.367648451557913e-05
g__Alistipes,0.0,0.0,0.000309071240921,0.0,0.0,0.0,0.0,5.0963204566303126e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8579062424095214e-05,0.0046970252173623,0.0021574267782426,0.0001198465963566,0.0001713062098501,0.0001189060642092,0.0005465808332321,0.0,0.0001015331505736,0.0,8.528784648187633e-05,5.122688386865427e-05,0.0,0.0043859649122807,0.0004133256179217,0.0002933196450832,3.449941350997033e-05,8.778089887640449e-05,4.862867146469558e-05,0.0,4.650297619047619e-05,0.0039575566389446,0.000414736987627,0.0001368488276617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.128030279333104e-05,5.31222608834232e-05,4.227078665933973e-05,3.913281678015184e-05,0.0,0.0,7.717835918808367e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0012161011796181,0.0,3.476809679438147e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003224558235521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.802442164397456e-05,3.004356316659156e-05,0.0,0.0
g__Dialister,0.0,0.0,5.151187348683872e-05,0.0,0.0,0.0,0.0127533366287691,0.0017837121598206,0.0093162441420586,0.0,0.0080607747622361,4.7118691985110494e-05,0.0006188118811881,0.0063085359343912,4.422821760283061e-05,0.0,0.0045304640394416,0.0126176778242677,0.0,0.0135760171306209,0.0007728894173602,0.0006073120369245,0.0074111504126663,0.0,0.0,0.0,0.0008196301418984,0.0010859649884887,0.0004616805170821,0.0052079027858146,0.0031531861846447,0.0,0.0,0.0241684497179537,0.0,0.0026041666666666,0.0035560653857183,6.912283127116886e-05,0.0,0.0004174991799123,0.0,0.0,0.0,0.0036799882240376,0.0051458885941644,0.0010743886217128,0.0017829772592198,0.0,0.0061292640656042,0.0,0.0,0.0080884611446708,0.0,0.0,5.495562333415767e-05,0.0034006376195536,0.0054290576128352,0.001603790778203,0.0,8.107341197454295e-05,0.0061488836248172,0.0062582574229886,0.0,0.0,0.0,0.0051051146272632,0.0,0.0,3.640732515382095e-05,0.0,0.0211841215672386,0.0,6.047777441790142e-05,0.0012691275654507,0.000902876305946,0.0049132176234979,0.0,3.447800303406427e-05,0.0,0.0,4.905567819475104e-05,0.0,0.0016152852132176,0.0,0.0067933715542291,0.0010647359454855,0.0,0.0,9.013068949977468e-05,0.0060323452129824,0.0
g__Duncaniella,0.0,0.0,0.0007211662288157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.994886545222116e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005122688386865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2658393207054215e-05,0.0,7.717835918808367e-05,2.791113095902646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Emergencia,0.0,0.0,0.0002060474939473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.993670675239016e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002867794665901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.449116471043467e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Fenollaria,0.0,0.0,0.0005666306083552,0.0,0.0002116924813887,0.0,0.008353929807217,0.0,0.0004516966856755,0.0001841620626151,0.0,0.0001884747679404,0.0027640264026402,0.0030086863687096,0.0,0.0,3.331223558413005e-05,0.1163049163179916,0.0,0.0061241970021413,5.945303210463734e-05,0.0168225434228106,0.0185278760316658,5.076657528683115e-05,0.0,4.2643923240938166e-05,5.122688386865427e-05,0.0189392293992441,0.0005771006463527,0.0009919814830123,0.0,0.0,4.3890449438202246e-05,0.0025286909161641,0.0002328288707799,0.0001860119047619,0.0,0.0,0.0,8.946410998121254e-05,0.0,0.0019496027684359,0.0,0.0,0.0654111405835543,0.0007162590811419,3.128030279333104e-05,0.0,0.0029589550661537,0.0,3.2658393207054215e-05,0.0221664789597624,0.0,2.791113095902646e-05,0.0,3.036283588887202e-05,0.0003241228425573,0.0,0.0,0.0212006972313429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.640732515382095e-05,0.0,3.219471362802228e-05,0.0,0.0,0.0077598085430415,0.0017090158648265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160213618157543,0.0,0.0,0.0,3.004356316659156e-05,0.0199104400281262,0.0
g__Fusicatenibacter,0.0,0.0,5.151187348683872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1254125412541255e-05,0.0,0.0,0.0,0.0001998734135047,0.0,0.0,0.0,0.0,0.0,0.0001122901577676,0.0,0.0,0.0,0.0,0.0,0.0001154201292705,0.0004959907415061,7.332991127080736e-05,0.0,0.0,0.0,0.0,9.300595238095238e-05,0.0,6.912283127116886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002046454517548,0.0,2.65611304417116e-05,0.0,0.0,0.0,0.0,7.717835918808367e-05,0.0,0.0,3.036283588887202e-05,0.0,0.00098414434117,0.0,0.0024322023592362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.640732515382095e-05,0.0,0.0,2.999490086685264e-05,0.0,0.0,0.0,2.67022696929239e-05,0.0,0.0,0.0,0.0,0.0,4.1293306355039846e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__GCA-900066905,0.0,0.0,0.0001545356204605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.073120369245719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.717835918808367e-05,2.791113095902646e-05,0.0,0.0,0.0,0.0,4.861921431349669e-05,0.0007701974137581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Gemella,0.0,0.0,5.151187348683872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8579062424095214e-05,0.0,6.53765690376569e-05,3.994886545222116e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.266512358435976e-05,7.332991127080736e-05,0.0386393431311667,4.3890449438202246e-05,0.0,0.0,0.0,0.0,0.0,4.561627588723656e-05,0.0,0.0,0.0,0.0,0.0028703908147493,0.0,0.0,0.0,0.0,0.0,3.913281678015184e-05,0.0,0.0,0.0,0.0,0.0,0.0037042659784423,8.103071063933231e-05,0.0,0.0,0.0030402529490453,0.0005796078826672,0.0207217856894513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759151347348765,0.0,0.0,0.0,0.0005159293176834,0.0035781041388518,0.0,0.0,0.0002766889554991,0.0,0.0,0.0,0.0,0.0,0.0,0.0304088586030664,0.0,0.0,0.0,0.0,0.0
g__Gemmiger,0.0,0.0,0.0003605831144078,0.0,3.528208023145045e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.705439899063426e-05,0.0,4.8579062424095214e-05,0.0017322362503747,0.0,0.0001198465963566,0.0,5.945303210463734e-05,0.0001214624073849,0.0,5.076657528683115e-05,7.172057663343613e-05,0.0,5.122688386865427e-05,4.343859953955085e-05,0.0,0.0017359675952715,7.332991127080736e-05,3.449941350997033e-05,0.0,4.862867146469558e-05,0.0,0.0,0.0013765414396329,0.0001382456625423,0.0,0.0,0.0,0.0,0.0,0.0,5.305039787798409e-05,5.116136293870869e-05,0.0,0.0001859279130919,0.0002113539332966,0.0,0.0,0.0,7.717835918808367e-05,2.791113095902646e-05,0.0,6.072567177774404e-05,0.0,0.0006560962274466,0.0,0.0254570513600064,0.0,0.0,0.0,0.0,3.7510784350500766e-05,0.0,0.0,4.19216902825522e-05,0.0,0.0,0.0,0.0,3.023888720895071e-05,0.0,0.0002902102411969,0.0,3.0542744571027155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7008252840383405e-05,0.0
g__Lagierella,0.0,0.0,0.0002060474939473,0.0,0.0,0.0,0.0012357884330202,0.0,0.0,0.0,0.0,4.7118691985110494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002569593147751,0.0,0.0029150977772379,0.0,0.0,0.0,0.0,0.0,0.0006081403935537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014333981775366,7.717835918808367e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001570721746642,0.0,0.0,0.0,0.0,0.0,0.0
g__Mobiluncus,0.0,0.0,5.151187348683872e-05,0.0,0.0,0.0,0.007810182896688,0.0,5.646208570944611e-05,0.0,0.0,0.0,0.0013201320132013,0.0,0.0,0.0,0.0004996835337619,0.0513206066945606,0.0,0.0,0.0,0.0058909267581683,0.0026949637864241,0.0,0.0,0.0,0.0047641001997848,0.0,0.0,0.0,0.0,3.449941350997033e-05,0.0,0.0,4.6565774155995343e-05,0.0,0.0004014912532262,0.0,9.123255177447311e-05,5.964273998747503e-05,0.0,0.0,0.0,0.0,0.0005305039787798,0.0,0.0112296287028058,0.0,0.0009722280931648,3.913281678015184e-05,0.0,0.0027644107709634,0.0,0.0,0.0,0.0,0.0031196823596142,0.0022598870056497,0.0,0.0,5.040068544932211e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004712165239927,0.0,0.0,0.0,0.0,0.0020724621590614,0.0
g__Muribaculum,0.0,0.0,0.0001030237469736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001536806516059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Olegusella,0.0,0.0,0.0001030237469736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001684352366515,0.0001015331505736,0.0,0.0,0.0,4.343859953955085e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.6565774155995343e-05,0.0004650297619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001876818167599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016402405686167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Pauljensenia,0.0,0.0,0.0002060474939473,0.0,0.0,0.0,0.003114186851211,0.0,0.0001129241714188,0.0,5.7991185339828345e-05,0.0,0.0009900990099009,0.0002911631969719,0.0,0.0,0.0001665611779206,0.0132714435146443,0.0,0.003340471092077,0.0,0.0057087331470909,0.0,0.0,0.0,0.0,0.0006147226064238,0.0001737543981582,0.0084256694367497,0.0009919814830123,0.0170125394148273,3.449941350997033e-05,0.0,0.0005835440575763,0.0,0.0,0.0002867794665901,0.0,0.0,0.0033896957226214,0.0,0.0,0.0,0.0042687863398837,0.0150132625994694,0.0,0.0006256060558666,0.0,0.0,0.0,0.0,0.0003583495443841,0.0011576753878212,0.0,0.0,0.0,4.051535531966616e-05,3.644979041370512e-05,0.0,0.0,2.520034272466105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027687453720099,0.0,0.0,0.0037711219087678,0.0,0.0005073431241655,0.0,6.895600606812854e-05,0.0,0.0,0.0,0.0,0.0,4.211590296495957e-05,0.0088745778685305,0.0,0.0,3.901221082198728e-05,0.0,0.1147625920580289,0.0
g__Porphyromonas,0.0,0.0,0.0010817493432236,0.0,7.05641604629009e-05,0.0,0.4708353929807217,0.0,0.0,6.138735420503377e-05,0.0,0.0003298308438957,0.0124174917491749,0.0012617071868782,0.0,4.8579062424095214e-05,0.0024317931976414,0.0091527196652719,0.0,0.0182869379014989,0.0,0.0292724401797643,0.0389085396664982,0.0,0.0,4.2643923240938166e-05,0.0333487013984939,0.01159810607706,0.0018467220683287,0.0004133256179217,0.0,0.0,0.0,0.0033553783310639,0.0,0.0001395089285714,0.0021221680527674,6.912283127116886e-05,4.561627588723656e-05,1.9880913329158345e-05,2.595178158980614e-05,0.0019739728030413,0.0,0.0,0.006472148541114,0.000511613629387,0.0478901435765898,2.65611304417116e-05,0.0095954685716701,0.0,3.2658393207054215e-05,0.0478652605713115,0.0,0.0,0.0,0.0,0.0083866785511708,0.0002551485328959,0.0,0.0235112894726174,0.0021168287888715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.640732515382095e-05,0.0,6.438942725604456e-05,0.0,0.0,0.0157734425991732,0.0008061395588804,5.34045393858478e-05,0.0,3.447800303406427e-05,0.0,0.0,0.0,0.0,0.0,8.423180592991914e-05,0.021911568365664,0.0,3.97408894011048e-05,0.0,0.0,0.0211317123718589,0.0
g__Steroidobacter,0.0,0.0,0.0001030237469736,0.0003382721060821,3.528208023145045e-05,0.0,0.0,0.0,0.0,0.0,0.0001739735560194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001198465963566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.343859953955085e-05,0.0004616805170821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002315350775642,0.0,0.0,0.0001214513435554,0.0,3.644979041370512e-05,4.861921431349669e-05,0.0011755644736308,0.0,0.0006258257422988,2.8575510787255323e-05,0.0,3.7510784350500766e-05,0.0003805054380568,0.0,0.0,0.0,0.0,0.0,0.0001799694052011,0.0,3.6260787584306334e-05,6.449116471043467e-05,0.0,0.0,3.447800303406427e-05,4.6114825916532166e-05,0.000173852573018,9.811135638950208e-05,0.0002890531444852,0.0,0.0002948113207547,0.0,0.0001277683134582,0.0002384453364066,0.0,0.0,0.0,0.0
g__Streptococcus,0.0,0.0,0.0004636068613815,0.2938231513429402,0.0001764104011572,4.962779156327544e-05,0.0070687098368759,0.0001019264091326,0.0002258483428377,0.00012277470841,0.024646253769427,0.0006125429958064,8.250825082508251e-05,0.0428980443538603,0.0002211410880141,0.0,0.0559978680169226,0.0302693514644351,0.0001198465963566,0.0097216274089935,0.7246730083234245,0.0018826673144661,0.0025826736286564,0.0,0.03256114179158,8.528784648187633e-05,0.0,0.0,0.0008079409048938,0.1140778705464164,0.0504509789543154,0.0920099358310908,4.3890449438202246e-05,0.070754716981132,4.6565774155995343e-05,0.3173828125,0.0541439632922282,0.0001382456625423,0.0002736976553234,0.0013121402797244,0.0,0.0007311010381634,0.002866521279705,0.2393464340914109,0.0593103448275862,0.001227872710529,0.0048171666301729,2.65611304417116e-05,8.454157331867947e-05,0.0001173984503404,9.797517962116264e-05,0.0001023855841097,0.2523732345450336,2.791113095902646e-05,2.7477811667078832e-05,0.0,0.0005266996191556,0.0014215418261344,4.861921431349669e-05,0.2067372005350845,0.0001260017136233,0.2259926291634796,0.002800400057151,0.000496719040025,0.000150043137402,0.5426641722421283,6.545787785559992e-05,0.0144629831474805,0.0001456293006152,0.0001329728292185,0.6541643862077847,5.998980173370527e-05,0.2419715754460235,0.0378562622380158,0.0020314716883786,0.0026969292389853,0.0026266760331083,0.0003103020273065,0.0001844593036661,0.6874130737134909,0.0347804758400784,0.0002477598381302,0.0009691711279305,0.6888477088948787,0.1128956255399356,0.0002555366269165,0.0013909311290386,0.0001170366324659,0.0007210455159981,0.0027016024573479,0.0004025002367648
g__UBA1417,0.0,0.0,5.151187348683872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007994936540191,0.0,3.994886545222116e-05,0.0,0.0001189060642092,0.0,5.614507888383583e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010324060797246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__UBA2658,0.0,0.0,5.151187348683872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007994936540191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.122688386865427e-05,0.0,0.0,0.0033892700669587,0.0,0.0,0.0,0.0,0.0,0.0,0.0002294235732721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.128030279333104e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.791113095902646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Urinacoccus,0.0,0.0,5.151187348683872e-05,0.0,0.0,0.0,0.0011863568956994,0.0,5.646208570944611e-05,0.0,0.0,0.0,0.0027640264026402,0.0020381423788033,8.845643520566122e-05,0.0,0.0,0.0007191422594142,0.0,0.0013276231263383,0.0,0.0003036560184622,0.0034248498119139,0.0,0.0,0.0,0.0,4.343859953955085e-05,0.0001154201292705,8.266512358435976e-05,0.0,0.0,0.0,0.0009239447578292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001023227258774,0.0051612499608996,0.0,0.0,0.0,0.0,0.0003071567523292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032985156679494,0.0,0.0,0.0,0.0,0.0001110247585211,0.0
g__Urmitella,0.0,0.0,5.151187348683872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.282655246252677e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002558068146935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Varibaculum,0.0,0.0,5.151187348683872e-05,0.0115012516067925,0.0,0.0,0.005981216015818,0.0,0.0002823104285472,0.0,0.0017397355601948,0.0007067803797766,0.0044554455445544,0.0050468287475129,4.422821760283061e-05,0.0,0.0024984176688097,0.0051647489539748,3.994886545222116e-05,0.0554603854389721,5.945303210463734e-05,0.220515000607312,0.0204368087137162,5.076657528683115e-05,0.0147744387864878,0.0,5.122688386865427e-05,0.0155944572346987,0.0857571560480147,0.000247995370753,0.0005133093788956,0.0,4.3890449438202246e-05,0.0007294300719704,0.0,4.650297619047619e-05,0.0012044737596788,0.0001382456625423,4.561627588723656e-05,4.970228332289585e-05,0.0,0.0,0.0,0.0,0.0044031830238726,0.0004604522664483,0.117551377897338,0.0,0.0008454157331867,3.913281678015184e-05,0.0,0.010955257499744,0.0008489619510689,5.582226191805292e-05,0.0,0.0,0.0,0.0019318388919263,0.0,0.0042563541286635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28146503076419e-05,0.0,0.0,0.0,0.0007559721802237,0.0019943433171368,0.0001289823294208,0.0,3.0542744571027155e-05,3.447800303406427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004869237414592,0.0,0.0003179271152088,0.0,0.0003004356316659,0.0330853780393027,0.0
